Date,Open,High,Low,Close,Adj Close,Volume
1/2/2020,74.059998,75.150002,73.797501,75.087502,74.444603,135480400
1/3/2020,74.287498,75.144997,74.125,74.357498,73.72084,146322800
1/6/2020,73.447502,74.989998,73.1875,74.949997,74.308266,118387200
1/7/2020,74.959999,75.224998,74.370003,74.597504,73.958794,108872000
1/8/2020,74.290001,76.110001,74.290001,75.797501,75.148521,132079200
1/9/2020,76.809998,77.607498,76.550003,77.407501,76.744728,170108400
1/10/2020,77.650002,78.167503,77.0625,77.582497,76.918221,140644800
1/13/2020,77.910004,79.267502,77.787498,79.239998,78.561531,121532000
1/14/2020,79.175003,79.392502,78.042503,78.169998,77.500702,161954400
1/15/2020,77.962502,78.875,77.387497,77.834999,77.168564,121923600
1/16/2020,78.397499,78.925003,78.022499,78.809998,78.135223,108829200
1/17/2020,79.067497,79.684998,78.75,79.682503,79.000244,137816400
1/21/2020,79.297501,79.754997,79,79.142502,78.464882,110843200
1/22/2020,79.644997,79.997498,79.327499,79.425003,78.744957,101832400
1/23/2020,79.480003,79.889999,78.912498,79.807503,79.124184,104472000
1/24/2020,80.0625,80.832497,79.379997,79.577499,78.896149,146537600
1/27/2020,77.514999,77.942497,76.220001,77.237503,76.576187,161940000
1/28/2020,78.150002,79.599998,78.047501,79.422501,78.742477,162234000
1/29/2020,81.112503,81.962502,80.345001,81.084999,80.390747,216229200
1/30/2020,80.135002,81.022499,79.6875,80.967499,80.274246,126743200
1/31/2020,80.232498,80.669998,77.072502,77.377502,76.714989,199588400
2/3/2020,76.074997,78.372498,75.555,77.165001,76.504311,173985600
2/4/2020,78.827499,79.910004,78.407501,79.712502,79.029999,136616400
2/5/2020,80.879997,81.190002,79.737503,80.362503,79.674438,118826800
2/6/2020,80.642502,81.305,80.065002,81.302498,80.606384,105425600
2/7/2020,80.592499,80.849998,79.5,80.0075,79.510727,117684000
2/10/2020,78.544998,80.387497,78.462502,80.387497,79.888359,109348800
2/11/2020,80.900002,80.974998,79.677498,79.902496,79.406372,94323200
2/12/2020,80.3675,81.805,80.3675,81.800003,81.292099,113730400
2/13/2020,81.047501,81.555,80.837502,81.217499,80.713219,94747600
2/14/2020,81.184998,81.495003,80.712502,81.237503,80.733086,80113600
2/18/2020,78.839996,79.9375,78.652496,79.75,79.254822,152531200
2/19/2020,80,81.142502,80,80.904999,80.402649,93984000
2/20/2020,80.657501,81.162498,79.552498,80.074997,79.577805,100566000
2/21/2020,79.654999,80.112503,77.625,78.262497,77.776558,129554000
2/24/2020,74.315002,76.044998,72.307503,74.544998,74.082146,222195200
2/25/2020,75.237503,75.6325,71.532501,72.019997,71.572823,230673600
2/26/2020,71.6325,74.470001,71.625,73.162498,72.708221,198054800
2/27/2020,70.275002,71.5,68.239998,68.379997,67.955421,320605600
2/28/2020,64.315002,69.602501,64.092499,68.339996,67.915665,426884800
3/2/2020,70.57,75.360001,69.43,74.702499,74.238663,341397200
3/3/2020,75.917503,76,71.449997,72.330002,71.880898,319475600
3/4/2020,74.110001,75.849998,73.282501,75.684998,75.215065,219178400
3/5/2020,73.879997,74.887497,72.852501,73.230003,72.775307,187572800
3/6/2020,70.5,72.705002,70.307503,72.2575,71.808846,226176800
3/9/2020,65.9375,69.522499,65.75,66.542503,66.129333,286744800
3/10/2020,69.285004,71.610001,67.342499,71.334999,70.892075,285290000
3/11/2020,69.347504,70.305,67.964996,68.857498,68.429955,255598800
3/12/2020,63.985001,67.5,62,62.057499,61.672176,418474000
3/13/2020,66.222504,69.980003,63.237499,69.4925,69.061012,370732000
3/16/2020,60.487499,64.769997,60,60.552502,60.176525,322423600
3/17/2020,61.877499,64.402496,59.599998,63.215,62.822491,324056000
3/18/2020,59.942501,62.5,59.279999,61.6675,61.284599,300233600
3/19/2020,61.8475,63.209999,60.6525,61.195,60.815033,271857200
3/20/2020,61.794998,62.9575,57,57.310001,56.954155,401693200
3/23/2020,57.02,57.125,53.1525,56.092499,55.744217,336752800
3/24/2020,59.09,61.922501,58.575001,61.720001,61.336773,287531200
3/25/2020,62.6875,64.5625,61.075001,61.380001,60.998886,303602000
3/26/2020,61.630001,64.669998,61.59,64.610001,64.208832,252087200
3/27/2020,63.1875,63.967499,61.762501,61.935001,61.550438,204216800
3/30/2020,62.685001,63.880001,62.349998,63.702499,63.306961,167976400
3/31/2020,63.900002,65.622498,63,63.572498,63.177769,197002000
4/1/2020,61.625,62.18,59.782501,60.227501,59.853539,176218400
4/2/2020,60.084999,61.287498,59.224998,61.232498,60.852295,165934000
4/3/2020,60.700001,61.424999,59.7425,60.352501,59.977768,129880000
4/6/2020,62.724998,65.777496,62.345001,65.6175,65.210068,201820400
4/7/2020,67.699997,67.925003,64.75,64.857498,64.454796,202887200
4/8/2020,65.684998,66.842499,65.307503,66.517502,66.104485,168895200
4/9/2020,67.175003,67.517502,66.175003,66.997498,66.581505,162116400
4/13/2020,67.077499,68.425003,66.457497,68.3125,67.888336,131022800
4/14/2020,70,72.0625,69.512497,71.762497,71.31691,194994800
4/15/2020,70.599998,71.582497,70.157501,71.107498,70.665985,131154400
4/16/2020,71.845001,72.050003,70.587502,71.672501,71.22747,157125200
4/17/2020,71.172501,71.737503,69.214996,70.699997,70.261017,215250000
4/20/2020,69.487503,70.419998,69.212502,69.232498,68.80262,130015200
4/21/2020,69.07,69.3125,66.357498,67.092499,66.675911,180991600
4/22/2020,68.402496,69.474998,68.050003,69.025002,68.596413,117057200
4/23/2020,68.967499,70.4375,68.717499,68.7575,68.330582,124814400
4/24/2020,69.300003,70.752502,69.25,70.7425,70.303253,126508800
4/27/2020,70.449997,71.135002,69.987503,70.792503,70.352943,117087600
4/28/2020,71.269997,71.457497,69.550003,69.644997,69.212555,112004800
4/29/2020,71.182503,72.417503,70.972504,71.932503,71.485863,137280800
4/30/2020,72.489998,73.6325,72.087502,73.449997,72.993935,183064000
5/1/2020,71.5625,74.75,71.462502,72.267502,71.818787,240616800
5/4/2020,72.292503,73.422501,71.580002,73.290001,72.83493,133568000
5/5/2020,73.764999,75.25,73.614998,74.389999,73.928101,147751200
5/6/2020,75.114998,75.809998,74.717499,75.157501,74.690842,142333600
5/7/2020,75.805,76.292503,75.4925,75.934998,75.463509,115215200
5/8/2020,76.410004,77.587502,76.072502,77.532501,77.259674,134048000
5/11/2020,77.025002,79.262497,76.809998,78.752502,78.475372,145946400
5/12/2020,79.457497,79.922501,77.727501,77.852501,77.578537,162301200
5/13/2020,78.037498,78.987503,75.802498,76.912498,76.641853,200622400
5/14/2020,76.127502,77.447502,75.3825,77.385002,77.112686,158929200
5/15/2020,75.087502,76.974998,75.052498,76.927498,76.656792,166348400
5/18/2020,78.292503,79.125,77.580002,78.739998,78.462914,135372400
5/19/2020,78.7575,79.629997,78.252502,78.285004,78.009521,101729600
5/20/2020,79.169998,79.879997,79.129997,79.807503,79.526665,111504800
5/21/2020,79.665001,80.222504,78.967499,79.212502,78.933754,102688800
5/22/2020,78.942497,79.807503,78.837502,79.722504,79.441963,81803200
5/26/2020,80.875,81.059998,79.125,79.182503,78.903862,125522000
5/27/2020,79.035004,79.677498,78.272499,79.527496,79.247643,112945200
5/28/2020,79.192497,80.860001,78.907501,79.5625,79.282524,133560800
5/29/2020,79.8125,80.287498,79.1175,79.485001,79.205299,153598000
6/1/2020,79.4375,80.587502,79.302498,80.462502,80.179359,80791200
6/2/2020,80.1875,80.860001,79.732498,80.834999,80.550545,87642800
6/3/2020,81.165001,81.550003,80.574997,81.279999,80.99398,104491200
6/4/2020,81.097504,81.404999,80.195,80.580002,80.296448,87560400
6/5/2020,80.837502,82.9375,80.807503,82.875,82.583374,137250400
6/8/2020,82.5625,83.400002,81.830002,83.364998,83.07164,95654400
6/9/2020,83.035004,86.402496,83.002502,85.997498,85.694878,147712400
6/10/2020,86.974998,88.692497,86.522499,88.209999,87.89959,166651600
6/11/2020,87.327499,87.764999,83.870003,83.974998,83.679497,201662400
6/12/2020,86.18,86.949997,83.555,84.699997,84.401947,200146000
6/15/2020,83.3125,86.419998,83.144997,85.747498,85.445755,138808800
6/16/2020,87.864998,88.300003,86.18,88.019997,87.710258,41357200
6/17/2020,88.787498,88.849998,87.772499,87.897499,87.588196,28532000
6/18/2020,87.852501,88.362503,87.305,87.932503,87.623077,24205100
6/19/2020,88.660004,89.139999,86.287498,87.43,87.122337,66119000
6/22/2020,87.834999,89.864998,87.787498,89.717499,89.401787,33861300
6/23/2020,91,93.095001,90.567497,91.6325,91.310051,53038900
6/24/2020,91.25,92.197502,89.629997,90.014999,89.698242,48155800
6/25/2020,90.175003,91.25,89.392502,91.209999,90.889038,34380600
6/26/2020,91.102501,91.330002,88.254997,88.407501,88.096405,51314200
6/29/2020,88.3125,90.542503,87.82,90.445,90.126732,32661500
6/30/2020,90.019997,91.495003,90,91.199997,90.879066,35055800
7/1/2020,91.279999,91.839996,90.977501,91.027496,90.707176,27684300
7/2/2020,91.962502,92.6175,90.910004,91.027496,90.707176,28510400
7/6/2020,92.5,93.945,92.467499,93.462502,93.133614,29663900
7/7/2020,93.852501,94.654999,93.057503,93.172501,92.844635,28106100
7/8/2020,94.18,95.375,94.089996,95.342499,95.006996,29273000
7/9/2020,96.262497,96.317497,94.672501,95.752502,95.415558,31410700
7/10/2020,95.334999,95.980003,94.705002,95.919998,95.582466,22564300
7/13/2020,97.264999,99.955002,95.2575,95.477501,95.141525,47912300
7/14/2020,94.839996,97.254997,93.877502,97.057503,96.715965,42747300
7/15/2020,98.989998,99.247498,96.489998,97.724998,97.381111,38299500
7/16/2020,96.5625,97.404999,95.904999,96.522499,96.182846,27644400
7/17/2020,96.987503,97.147499,95.839996,96.327499,95.988533,23046700
7/20/2020,96.417503,98.5,96.0625,98.357498,98.011391,22579500
7/21/2020,99.172501,99.25,96.7425,97,96.658661,25858300
7/22/2020,96.692497,97.974998,96.602501,97.272499,96.930199,89001600
7/23/2020,96.997498,97.077499,92.010002,92.845001,92.518288,197004400
7/24/2020,90.987503,92.970001,89.144997,92.614998,92.289093,185438800
7/27/2020,93.709999,94.904999,93.480003,94.809998,94.476364,121214000
7/28/2020,94.3675,94.550003,93.247498,93.252502,92.924355,103625600
7/29/2020,93.75,95.230003,93.712502,95.040001,94.705559,90329200
7/30/2020,94.1875,96.297501,93.767502,96.190002,95.851517,158130000
7/31/2020,102.885002,106.415001,100.824997,106.260002,105.886086,374336800
8/3/2020,108.199997,111.637497,107.892502,108.9375,108.554153,308151200
8/4/2020,109.1325,110.790001,108.387497,109.665001,109.279099,173071600
8/5/2020,109.377502,110.392502,108.897499,110.0625,109.675194,121992000
8/6/2020,110.404999,114.412498,109.797501,113.902496,113.501678,202428800
8/7/2020,113.205002,113.675003,110.292503,111.112503,110.921135,198045600
8/10/2020,112.599998,113.775002,110,112.727501,112.533356,212403600
8/11/2020,111.970001,112.482498,109.107498,109.375,109.186623,187902400
8/12/2020,110.497498,113.275002,110.297501,113.010002,112.815369,165944800
8/13/2020,114.43,116.042503,113.927498,115.010002,114.81192,210082000
8/14/2020,114.830002,115,113.044998,114.907501,114.709602,165565200
8/17/2020,116.0625,116.087502,113.962502,114.607498,114.41011,119561600
8/18/2020,114.352501,116,114.0075,115.5625,115.363472,105633600
8/19/2020,115.982498,117.162498,115.610001,115.707497,115.508217,145538000
8/20/2020,115.75,118.392502,115.732498,118.275002,118.071297,126907200
8/21/2020,119.262497,124.8675,119.25,124.370003,124.1558,338054800
8/24/2020,128.697495,128.785004,123.9375,125.857498,125.640739,345937600
8/25/2020,124.697502,125.18,123.052498,124.824997,124.610016,211495600
8/26/2020,126.18,126.9925,125.082497,126.522499,126.304596,163022400
8/27/2020,127.142502,127.485001,123.832497,125.010002,124.794701,155552400
8/28/2020,126.012497,126.442497,124.577499,124.807503,124.592552,187630000
8/31/2020,127.580002,131,126,129.039993,128.817749,225702700
9/1/2020,132.759995,134.800003,130.529999,134.179993,133.948898,152470100
9/2/2020,137.589996,137.979996,127,131.399994,131.173691,200119000
9/3/2020,126.910004,128.839996,120.5,120.879997,120.671806,257599600
9/4/2020,120.07,123.699997,110.889999,120.959999,120.751671,332607200
9/8/2020,113.949997,118.989998,112.68,112.82,112.625694,231366600
9/9/2020,117.260002,119.139999,115.260002,117.32,117.117943,176940500
9/10/2020,120.360001,120.5,112.5,113.489998,113.29454,182274400
9/11/2020,114.57,115.230003,110,112,111.807106,180860300
9/14/2020,114.720001,115.93,112.800003,115.360001,115.161316,140150100
9/15/2020,118.330002,118.830002,113.610001,115.540001,115.341011,184642000
9/16/2020,115.230003,116,112.040001,112.129997,111.936882,154679000
9/17/2020,109.720001,112.199997,108.709999,110.339996,110.149963,178011000
9/18/2020,110.400002,110.879997,106.089996,106.839996,106.655991,287104900
9/21/2020,104.540001,110.190002,103.099998,110.080002,109.890411,195713800
9/22/2020,112.68,112.860001,109.160004,111.809998,111.617432,183055400
9/23/2020,111.620003,112.110001,106.769997,107.120003,106.935509,150718700
9/24/2020,105.169998,110.25,105,108.220001,108.033615,167743300
9/25/2020,108.43,112.440002,107.669998,112.279999,112.086624,149981400
9/28/2020,115.010002,115.32,112.779999,114.959999,114.762009,137672400
9/29/2020,114.550003,115.309998,113.57,114.089996,113.893501,99382200
9/30/2020,113.790001,117.260002,113.620003,115.809998,115.610542,142675200
10/1/2020,117.639999,117.720001,115.830002,116.790001,116.58886,116120400
10/2/2020,112.889999,115.370003,112.220001,113.019997,112.825348,144712000
10/5/2020,113.910004,116.650002,113.550003,116.5,116.299355,106243800
10/6/2020,115.699997,116.120003,112.25,113.160004,112.965111,161498200
10/7/2020,114.620003,115.550003,114.129997,115.080002,114.881805,96849000
10/8/2020,116.25,116.400002,114.589996,114.970001,114.771988,83477200
10/9/2020,115.279999,117,114.919998,116.970001,116.768547,100506900
10/12/2020,120.059998,125.18,119.279999,124.400002,124.185753,240226800
10/13/2020,125.269997,125.389999,119.650002,121.099998,120.891434,262330500
10/14/2020,121,123.029999,119.620003,121.190002,120.981277,151062300
10/15/2020,118.720001,121.199997,118.150002,120.709999,120.502106,112559200
10/16/2020,121.279999,121.550003,118.809998,119.019997,118.81501,115393800
10/19/2020,119.959999,120.419998,115.660004,115.980003,115.780251,120639300
10/20/2020,116.199997,118.980003,115.629997,117.510002,117.307617,124423700
10/21/2020,116.669998,118.709999,116.449997,116.870003,116.668724,89946000
10/22/2020,117.449997,118.040001,114.589996,115.75,115.550644,101988000
10/23/2020,116.389999,116.550003,114.279999,115.040001,114.841873,82572600
10/26/2020,114.010002,116.550003,112.879997,115.050003,114.851852,111850700
10/27/2020,115.489998,117.279999,114.540001,116.599998,116.399178,92276800
10/28/2020,115.050003,115.43,111.099998,111.199997,111.008476,143937800
10/29/2020,112.370003,116.93,112.199997,115.32,115.121384,146129200
10/30/2020,111.059998,111.989998,107.720001,108.860001,108.672516,190272600
11/2/2020,109.110001,110.68,107.32,108.769997,108.582664,122866900
11/3/2020,109.660004,111.489998,108.730003,110.440002,110.249794,107624400
11/4/2020,114.139999,115.589996,112.349998,114.949997,114.752022,138235500
11/5/2020,117.949997,119.620003,116.870003,119.029999,118.824997,126387100
11/6/2020,118.32,119.199997,116.129997,118.690002,118.690002,114457900
11/9/2020,120.5,121.989998,116.050003,116.32,116.32,154515300
11/10/2020,115.550003,117.589996,114.129997,115.970001,115.970001,138023400
11/11/2020,117.190002,119.629997,116.440002,119.489998,119.489998,112295000
11/12/2020,119.620003,120.529999,118.57,119.209999,119.209999,103162300
11/13/2020,119.440002,119.669998,117.870003,119.260002,119.260002,81581900
11/16/2020,118.919998,120.989998,118.150002,120.300003,120.300003,91183000
11/17/2020,119.550003,120.669998,118.959999,119.389999,119.389999,74271000
11/18/2020,118.610001,119.82,118,118.029999,118.029999,76322100
11/19/2020,117.589996,119.059998,116.809998,118.639999,118.639999,74113000
11/20/2020,118.639999,118.769997,117.290001,117.339996,117.339996,73604300
11/23/2020,117.18,117.620003,113.75,113.849998,113.849998,127959300
11/24/2020,113.910004,115.849998,112.589996,115.169998,115.169998,113874200
11/25/2020,115.550003,116.75,115.169998,116.029999,116.029999,76499200
11/27/2020,116.57,117.489998,116.220001,116.589996,116.589996,46691300
11/30/2020,116.970001,120.970001,116.809998,119.050003,119.050003,169410200
12/1/2020,121.010002,123.470001,120.010002,122.720001,122.720001,128166800
12/2/2020,122.019997,123.370003,120.889999,123.080002,123.080002,89004200
12/3/2020,123.519997,123.779999,122.209999,122.940002,122.940002,78967600
12/4/2020,122.599998,122.860001,121.519997,122.25,122.25,78260400
12/7/2020,122.309998,124.57,122.25,123.75,123.75,86712000
12/8/2020,124.370003,124.980003,123.089996,124.379997,124.379997,82225500
12/9/2020,124.529999,125.949997,121,121.779999,121.779999,115089200
12/10/2020,120.5,123.870003,120.150002,123.239998,123.239998,81312200
12/11/2020,122.43,122.760002,120.550003,122.410004,122.410004,86939800
12/14/2020,122.599998,123.349998,121.540001,121.779999,121.779999,79184500
12/15/2020,124.339996,127.900002,124.129997,127.879997,127.879997,157572300
12/16/2020,127.410004,128.369995,126.559998,127.809998,127.809998,98208600
12/17/2020,128.899994,129.580002,128.039993,128.699997,128.699997,94359800
12/18/2020,128.960007,129.100006,126.120003,126.660004,126.660004,192541500
12/21/2020,125.019997,128.309998,123.449997,128.229996,128.229996,121251600
12/22/2020,131.610001,134.410004,129.649994,131.880005,131.880005,168904800
12/23/2020,132.160004,132.429993,130.779999,130.960007,130.960007,88223700
12/24/2020,131.320007,133.460007,131.100006,131.970001,131.970001,54930100
12/28/2020,133.990005,137.339996,133.509995,136.690002,136.690002,124486200
12/29/2020,138.050003,138.789993,134.339996,134.869995,134.869995,121047300
12/30/2020,135.580002,135.990005,133.399994,133.720001,133.720001,96452100
12/31/2020,134.080002,134.740005,131.720001,132.690002,132.690002,98990400
