id;bedrooms;sqft_living;sqft_lot;floors;sqft_above;sqft_basement;price
7806300030;3;3080;19635;1;1610;1470;299000
9274202270;2;1490;5750;1;1190;300;625000
7852030960;3;2120;4500;2;2120;0;437500
7852170140;4;3180;5438;2;3180;0;650000
7518503335;2;1490;3825;1;860;630;475000
5467900070;3;1930;11947;1;1930;0;342000
1245002952;4;2770;7800;2;2770;0;1.20E+06
8906200070;3;1670;11610;1;1670;0;280000
5379805885;2;1330;7200;1;1330;0;240000
2769600560;3;1210;3328;1;1210;0;529000
9238901420;3;1190;5100;1;1030;160;442000
5113400431;2;1540;6872;1;820;720;615000
3885805665;4;4030;10800;2;4030;0;1.49E+06
8121200810;4;2430;7559;1;1580;850;585000
5126310400;4;2600;7787;2;2600;0;480000
7322910030;5;4410;57063;2;4410;0;1.10E+06
2827100070;4;1330;8184;1;1330;0;290000
9276201895;3;1900;5000;1;950;950;615000
4402700070;2;1100;7680;1;1100;0;300000
1922059046;3;1980;39150;1;1580;400;308000
925059288;3;2400;7745;2;2400;0;750000
4386700135;4;4760;8036;2;3390;1370;2.25E+06
1923069078;4;3180;194278;2;3180;0;890000
1432400335;3;1190;7560;1;1190;0;288000
1180003090;2;630;6000;1;630;0;190000
726049331;5;2530;5105;1;1520;1010;515000
3340401555;4;1690;11054;1;1690;0;235000
7453000070;2;940;5000;1;940;0;275000
4348800030;2;1240;9119;1;1240;0;727500
7202331420;4;3040;6587;2;3040;0;650000
3225079035;6;6050;230652;2;6050;0;1.60E+06
6381500700;4;1590;7085;1;1590;0;365000
339500160;3;2500;36947;1;2500;0;662000
1545807610;3;1780;7848;1;1320;460;270500
1843200240;2;1360;1898;2;1360;0;200000
4403600270;4;4740;76230;2;4740;0;970000
2008200060;3;1010;9600;1;1010;0;160000
1521069070;3;1040;7405;1;1040;0;204000
2459500310;3;1610;6655;2;1610;0;358000
6204420070;4;1570;8268;1;1570;0;452000
5694500105;2;1510;4000;1;1010;500;595000
5466410030;3;1360;6082;1;1360;0;249000
9485740340;4;1970;5106;2;1970;0;346900
622049114;3;5403;24069;2;5403;0;2.13E+06
2270000070;4;1560;4350;2;1560;0;280000
1310900260;4;2320;12000;1;2270;50;318888
224069094;3;2120;40518;1;2120;0;530000
7800800160;3;2120;18500;2;2120;0;375000
2944000240;4;3350;29242;2;3350;0;910000
4139400710;4;2380;9614;2;2380;0;782000
7899800860;2;1070;649;2;720;350;259950
2473420140;4;2300;18360;1;1560;740;315000
5000500055;2;1320;8865;1;1320;0;215000
4099500935;3;2180;10221;1;1140;1040;705000
1373800295;3;4380;6320;2;3580;800;1.45E+06
4025300135;3;1790;9813;2;1790;0;451000
3294700310;2;750;8125;1;750;0;261000
8718500075;3;1300;8280;1;1300;0;396000
4309710240;4;2990;29170;2;2990;0;725000
5486800070;7;4640;15235;2;2860;1780;1.95E+06
236400320;4;1400;7242;1;1400;0;238000
4376700570;6;2750;9563;2;2750;0;750000
8648100200;4;2050;10271;2;2050;0;331500
3624079046;4;2230;108900;1;1410;820;460000
1921069084;4;2340;217014;1;2340;0;404950
6431500140;3;2870;5163;2;2870;0;880000
2725069050;4;4120;22370;2;4120;0;863000
5307100060;3;2080;9162;1;1370;710;638700
7203102050;3;1840;5680;2;1840;0;435000
561000075;3;1180;5350;1;1180;0;260000
2436701180;5;2160;4000;1;1530;630;671500
809002765;3;1180;3400;1;1180;0;610000
4045500710;2;1160;15029;1;870;290;405000
5104510270;4;1830;5612;2;1830;0;338900
98020350;4;3200;7708;2;3200;0;720000
1714900060;5;2560;5445;1;1760;800;442000
1189000030;5;2550;5040;1;2550;0;650000
2473360060;3;1330;9917;1;1040;290;263500
222069082;2;1220;75794;1;1220;0;300000
8669160310;3;1805;3402;2;1805;0;266000
1526069135;4;6050;84942;2;4150;1900;930000
1088650310;4;2320;5493;2;2320;0;530000
8945200860;3;1384;8960;1;1384;0;180000
7853240200;3;2720;6439;2;2720;0;619000
7511800070;3;1820;10608;1;1820;0;264000
2998800125;2;2130;4920;1;1530;600;730000
3876300310;4;2060;10070;2;2060;0;439000
5419800510;4;1420;7500;1;1080;340;268500
192460060;3;1510;15744;1;1510;0;330000
7942601895;3;2160;4000;1;1960;200;640000
7504010570;3;3180;12600;2;3180;0;900000
1442740140;3;2110;13300;2;2110;0;370000
6909200575;3;2060;2900;1;1330;730;685000
2525069041;3;1830;217800;1;1010;820;505000
3620069036;3;1820;32666;1;1820;0;265000
2781280390;3;1610;2937;2;1610;0;290000
9542830350;4;1780;3600;2;1780;0;296000
1123049053;4;1840;9611;2;1840;0;360000
8018600765;3;1460;10584;1;990;470;240500
3278600240;2;1400;2958;2;1400;0;372500
7846200070;3;3370;14402;2;3370;0;595000
662310400;4;3590;8249;2;3590;0;515000
8651100140;4;3200;15367;2;3200;0;1.22E+06
8682250350;2;1670;6460;1;1670;0;507000
3211230260;4;2420;31465;1;2420;0;399950
4233400340;3;1430;10816;2;1430;0;185000
7199350340;3;1440;7070;1;1440;0;460000
3904901710;3;1450;4789;2;1450;0;435500
240000058;4;3550;13938;1;2100;1450;469000
6865200444;2;1270;1175;2;1110;160;531000
9498200046;2;940;6804;1;940;0;443500
1796380960;3;1670;6824;1;1300;370;223000
5631500868;4;3100;15842;2;2400;700;590000
3126049411;2;1100;1760;3;1100;0;340000
2321300390;3;1870;3388;1;1230;640;650000
3905040800;3;1930;5080;2;1930;0;533600
4379400260;3;2540;4694;2;2540;0;695000
5115000160;3;1280;7524;1;1280;0;242000
2826049234;3;1820;8814;1;1280;540;425000
6600700030;3;1490;9414;2;1490;0;525000
3904930240;3;1880;5502;2;1880;0;485000
9407110700;3;1250;9775;1;1250;0;175000
1682500160;3;1440;7210;1;1440;0;210000
8078570390;3;1920;7415;2;1920;0;260000
3010300240;3;2060;5750;1;1330;730;577000
9500900135;3;1210;10588;1;1210;0;200000
461001615;2;1760;5000;1;940;820;605000
6411600069;3;990;6750;1;990;0;325000
7812800565;3;960;6400;1;820;140;289500
7548300731;3;1660;1458;3;1660;0;559950
8925100390;3;1900;9375;1;1330;570;1.04E+06
7010700292;3;1270;2790;1;990;280;543500
9485951170;4;3250;34293;2;3250;0;480000
5437820310;3;960;9633;1;960;0;218000
582000135;2;1330;6000;1;960;370;565000
3204800370;3;2080;7700;1;1600;480;426700
8832900550;3;2690;11575;1;2130;560;650000
9550204515;2;890;3060;1;770;120;542000
7199330390;3;1070;8000;1;1070;0;415000
6131600060;3;1200;8316;1;1200;0;214000
5379805460;3;1360;8910;2;1360;0;245000
7212652180;3;2050;13303;1;2050;0;314500
6379500640;3;3000;5750;2;2000;1000;1.12E+06
4315700060;2;1300;3850;1;800;500;378000
3329500060;4;2250;9091;1;1340;910;305000
4140090320;5;3740;6750;1;1980;1760;595000
9385200045;3;1660;1091;3;1530;130;729500
7852180340;3;2360;6699;2;2360;0;430000
1545804340;3;1760;6500;1;1150;610;240000
2490200320;3;1680;6200;1;1680;0;545000
2218000335;3;1320;2500;1;870;450;530000
922049078;1;870;26326;1;870;0;157000
2586800270;4;1260;7645;1;1260;0;425000
4338800370;3;1000;6020;1;1000;0;220000
7214700350;4;2020;36400;1;1550;470;521000
3226200105;3;1920;6862;1;1120;800;325000
2324039036;3;2150;5400;1;1380;770;597500
7849202231;3;1470;3976;2;1470;0;337000
5196410260;3;3180;10492;2;3180;0;1.00E+06
3760500116;3;3930;55867;1;2330;1600;3.07E+06
2985800030;3;990;6000;1;990;0;495000
259900160;4;2770;3330;2;1970;800;748000
708000030;3;1250;8710;1;1250;0;888000
192460310;3;1140;22267;1;1140;0;269900
9412200260;4;2250;14440;1;1550;700;496500
1062100116;3;1640;5097;2;1640;0;475000
6798100662;3;1255;1374;3;1255;0;312000
1775920350;3;1290;12231;1;1290;0;323000
2525500260;3;1300;9079;1;1300;0;331000
6145600041;3;1220;1086;3;1220;0;306000
3300701615;4;2630;4000;3;2630;0;655000
5151600340;3;1950;15954;1;1950;0;290000
7613700521;4;3160;5000;2;2360;800;1.25E+06
2710600045;3;1550;4708;1;860;690;460000
5101405124;4;1700;6380;1;850;850;435000
6067910030;4;2510;11880;1;1630;880;664000
1959701890;4;1800;4180;2;1800;0;865000
1402200340;3;1800;18000;1;1200;600;385000
3558900070;3;1870;9315;1;1350;520;497000
7846700310;2;1010;3000;1;1010;0;280000
3348401740;2;1120;17487;1;1120;0;188000
3013300288;3;2090;4755;1;1200;890;478500
7852070060;4;4370;18361;2;4370;0;1.15E+06
5029450160;3;1440;7187;1;970;470;222000
3526069070;4;2580;209523;2;2580;0;799000
5104540240;4;3190;7399;2;3190;0;609900
3438500486;4;2380;5809;2;1750;630;413000
5102400105;4;1420;4875;1;1420;0;400000
2346200030;5;2990;6768;2;2990;0;802541
1321710030;3;2680;7757;2;2680;0;320000
7853290030;4;2730;7649;2;2730;0;507000
1566100400;3;1220;8329;1;1220;0;387500
1775800800;3;1500;12616;1;1500;0;396000
9133600075;3;1830;11788;1;1430;400;373000
5450900060;5;4570;19252;2;4570;0;1.48E+06
1402600700;4;2470;7698;2;2470;0;359900
8024200350;2;800;4342;1;670;130;410000
3121500340;4;2900;23488;2;2900;0;690000
7697870860;3;1410;5760;1;1410;0;245000
7527200030;5;2830;25958;1;1610;1220;700000
2013200390;4;1680;9966;1;1100;580;268000
766500030;3;1760;26055;1;920;840;225000
6664000030;4;2240;11034;2;2240;0;980000
9349900105;2;1380;5000;1;1380;0;795000
1895000045;2;820;5100;1;820;0;195000
6205500030;4;2180;10575;1;1730;450;480000
7011200260;4;1400;3600;1;1100;300;485000
41000454;2;880;9000;1;880;0;130000
7203600550;2;1060;5703;1;1060;0;325000
9477200560;3;1530;7245;1;1530;0;440000
4022907770;4;2480;14782;1;1460;1020;550000
5231000060;3;1490;7150;1;1490;0;310000
6055000310;3;3660;39478;2;3260;400;530000
3216900060;4;2340;8548;2;2340;0;390000
7967200060;3;1450;12125;1;1450;0;243000
8077210350;4;2210;9875;2;2210;0;639000
7203000640;4;1130;7400;1;1130;0;215000
2988000070;5;1550;10500;1;1100;450;405000
3832200070;4;1710;7140;1;1010;700;250000
3670500710;3;1010;8108;1;1010;0;405500
8820903380;6;2660;13579;2;2660;0;452000
8820903380;6;2660;13579;2;2660;0;730000
4233400400;3;1300;9644;1;1300;0;267000
3793500550;3;1670;6186;2;1670;0;289950
6431000270;2;960;4080;1;960;0;565000
2225059214;4;4670;51836;2;4670;0;1.58E+06
7694800270;3;2140;2770;2;1770;370;636000
2171400197;5;2520;5500;1;1550;970;350000
2473400340;3;1650;9380;1;1130;520;320000
3530490070;2;1440;5680;1;1440;0;210000
1932300075;2;1050;5900;1;1050;0;245000
2525000510;3;1470;7650;1;1130;340;328000
1853000510;4;4230;37769;2;4230;0;985000
1742800060;3;1970;7972;1;1370;600;501000
2723089104;3;1540;17424;2;1540;0;315000
2619950350;3;2090;8354;2;2090;0;403000
4021100045;3;2380;17950;2;2110;270;550000
731500200;4;2156;3562;2;2156;0;347500
2591820310;4;2070;8893;2;2070;0;365000
3626039299;3;1910;8167;1;1270;640;588000
9346980140;3;1920;7400;1;1260;660;605000
6613000140;3;3400;5979;2;2290;1110;1.30E+06
8159610060;3;1400;9177;1;1400;0;233000
7830800339;4;2210;17715;2;2210;0;360000
1588600045;2;1170;4887;1;1020;150;459000
826069046;3;2100;72745;1;2100;0;740000
1771000890;3;1160;9750;1;1160;0;305000
3300701170;3;1500;4000;1;900;600;395000
7340500270;4;2940;6000;2;2940;0;560000
9277200111;4;2010;5070;1;1300;710;650000
293720140;3;2170;4912;2;2170;0;449950
579003610;3;1430;5200;1;1250;180;517500
1138020200;4;1510;6460;1;1070;440;435000
3432500200;3;1150;6908;1;800;350;329999
1563102435;3;2150;4200;1;1140;1010;950000
3959400710;3;1370;6001;1;1230;140;447000
8682300890;2;2380;6600;1;2380;0;699800
4385700765;3;1370;3850;1;770;600;850000
5149300200;3;1600;14250;1;1070;530;316500
9323600060;5;3750;9612;1;2030;1720;942500
9273200140;2;3950;3938;2;2910;1040;1.31E+06
9542300320;4;2400;13430;1;2400;0;856600
770000045;5;2830;4000;2;2830;0;405600
6979900390;4;2440;22594;2;2440;0;565000
6379500159;3;1190;1149;2;1050;140;400000
826079094;3;1400;218252;1;1400;0;330000
8856940060;4;2730;4683;2;2730;0;374950
2972300060;3;2390;7939;1;1610;780;405300
3575200070;3;2060;31400;2;2060;0;560000
8146100270;4;2490;9864;1;1290;1200;824000
8648200030;3;1100;10968;1;1100;0;260000
208500160;4;2430;6099;1;1470;960;760000
1196003428;3;3170;12750;2;2360;810;405000
5104450990;4;2640;8625;2;2640;0;429900
3343901234;3;1130;7223;1;1130;0;341500
226039214;5;1940;7642;1;1940;0;465250
1623300160;2;1100;3000;1;1100;0;450000
2205500575;3;1200;10800;1;1200;0;390000
4040800810;3;2000;8030;1;1000;1000;420000
2612000390;3;1890;4838;2;1730;160;269950
3814400125;4;1910;2874;1;1060;850;493000
7300400060;4;2710;5880;2;2710;0;370000
1954700695;5;4860;9453;1;3100;1760;2.25E+06
7230200340;3;1250;23680;1;1250;0;305000
3191000240;3;1590;8219;1;970;620;400000
1139000069;3;1240;1221;2;1050;190;320000
5693500270;4;2000;4800;2;2000;0;715000
686500030;6;3610;10003;1;3610;0;650000
8731901940;5;1930;8040;1;1930;0;218000
2688100071;2;1280;5400;1;1280;0;500000
2423069155;4;2090;40419;1;2090;0;460000
2329500260;3;1940;9887;1;1140;800;232500
2608300030;3;1800;5761;2;1800;0;408200
1494300060;3;1730;8400;1;1400;330;522000
7504101230;4;2810;11120;2;2810;0;675000
8081020370;4;3550;11000;1;2260;1290;1.36E+06
1446800511;4;1330;7980;1;1330;0;249950
1623049062;2;750;34133;1;750;0;210000
6145601000;4;1760;7216;1;1090;670;429950
205000520;4;3200;36276;2;3200;0;737500
3885805935;4;1740;9000;1;1740;0;710000
7852020640;3;2100;4700;2;2100;0;470000
6838800140;4;4270;40097;1;4270;0;1.10E+06
4083305445;3;1340;2720;1;1340;0;650000
7855801610;4;3190;8684;1;1680;1510;1.22E+06
7940700260;3;1630;4534;2;1630;0;422120
8854100350;5;2990;15085;2;2990;0;625000
4365200860;4;1550;7740;1;1550;0;385200
3904980030;3;1690;4964;2;1690;0;500000
7843500070;4;1960;12243;2;1960;0;308000
6067900060;3;2390;9966;1;1360;1030;565000
7202340960;3;2600;4438;2;2600;0;581000
1786640070;3;1950;8698;1;1950;0;361000
259600260;3;1250;7210;1;1250;0;345000
7234600903;2;1180;1253;2;840;340;419000
4307350200;3;1680;4308;2;1680;0;347000
3276930400;4;2220;36085;2;2220;0;625000
4045100075;4;4890;15188;2;3090;1800;2.40E+06
1421069208;3;2660;17852;2;2660;0;379000
4057300200;3;1150;3323;2;1150;0;310000
1922059135;2;1130;5500;1;1130;0;250000
5014600240;5;2760;5000;2;2760;0;682000
1565900070;3;1430;8919;1;1430;0;246500
3121059033;3;1490;57381;1;1490;0;325000
6799300270;4;2030;4997;2;2030;0;310950
2021200370;3;3010;5000;2;1890;1120;1.10E+06
726049190;3;1810;7200;1;1130;680;287500
726049190;3;1810;7200;1;1130;680;431000
4006000251;3;970;5000;1;970;0;226000
3362400640;3;2010;3090;1;1510;500;825000
1610000016;4;1300;6030;1;1300;0;175000
7376300060;3;1260;10350;1;1260;0;465750
7300200550;4;2610;24931;2;2610;0;659000
2061100570;3;1910;5753;1;1110;800;595000
8856890200;3;1780;16290;2;1780;0;350000
8731951670;4;1900;8600;1;1900;0;270000
4037200075;6;2450;25600;1;1340;1110;662500
5066400483;3;1380;14000;1;1380;0;249900
4167300310;3;1920;11340;1;1230;690;324500
8682262400;2;1350;4003;1;1350;0;430000
8682262400;2;1350;4003;1;1350;0;419950
6777800160;4;2510;7440;1;1290;1220;285000
1402950550;4;2470;7780;2;2470;0;332000
2843200070;4;1660;10725;1;960;700;282000
6450303785;3;1340;5175;1;940;400;320000
9429500045;3;1620;30736;1;1620;0;428750
1443300140;3;2300;35287;2;2300;0;330000
108000127;4;2000;2309;3;2000;0;456500
1081300200;3;1640;11050;1;1640;0;352000
8818900060;4;1530;4080;1;1530;0;664000
3395050060;3;4000;11894;1;2190;1810;628000
7197350070;3;1610;12555;1;1080;530;512000
9510900270;3;2070;9000;1;1450;620;254000
3905081070;4;1900;5790;2;1900;0;535800
2322069114;3;1050;16050;1;1050;0;287653
5637500070;3;1520;1304;2;1180;340;438000
4164100160;4;2390;23899;1;1750;640;450000
4136890260;5;2400;8050;2;2400;0;327000
3056800160;4;1790;6120;2;1790;0;370500
3654800200;3;1720;6271;2;1720;0;265000
2296500036;4;2980;13260;1;1800;1180;450000
623069068;3;1520;213444;1;1520;0;425000
1865820370;3;1150;8690;1;1150;0;166600
1723049033;1;380;15000;1;380;0;245000
2359300030;3;910;5212;1;910;0;565000
6403310060;3;1650;10150;1;1230;420;539900
1937300270;3;2480;3200;2;2480;0;910000
4137050060;4;2050;7416;2;2050;0;280000
2310000240;3;1420;8549;2;1420;0;275000
3955900830;3;3460;6590;2;3460;0;467000
8665050060;3;1500;4445;2;1500;0;457500
3330500875;2;1320;3090;1;1320;0;381156
3327020400;5;2180;8240;1;1220;960;289999
1250700060;3;1830;4160;1;1230;600;642450
4039300400;3;1620;8701;1;1220;400;469950
6665800060;3;2920;13650;1;1460;1460;795000
7504110030;4;3300;10514;2;3300;0;785000
7805450810;3;3060;12095;2;3060;0;860000
6306400140;0;3064;4764;3;3064;0;1.10E+06
8802400416;3;1530;8498;1;1530;0;147500
6204400270;3;1910;11576;1;1410;500;390000
9536602080;3;1020;8100;1;1020;0;229000
3826000070;3;1150;8100;1;1150;0;185000
5101405335;3;1260;9570;1;870;390;414900
2349300060;4;1920;4822;1;920;1000;200000
7749500370;4;1800;9350;1;1800;0;225000
2436701200;3;2040;4000;2;1360;680;720000
7871500070;4;2200;4000;2;1430;770;930000
3323500030;5;3200;17204;1;2160;1040;1.27E+06
2110200036;5;2400;3118;2;1780;620;700000
510002519;2;1140;1058;3;1140;0;466000
1387300070;3;1330;10640;1;1330;0;374000
9465910070;3;1940;10035;2;1940;0;480000
2324800070;3;3000;25341;2;3000;0;740000
1962200435;4;1820;5400;1;1820;0;1.01E+06
8562890700;4;2910;5000;2;2910;0;395000
3298700946;2;1090;6771;1;1090;0;340000
880000189;3;1230;1340;2;1020;210;209000
643500030;5;1710;7700;1;1710;0;431650
8566100200;5;3160;11470;1;1780;1380;980000
4298100240;3;2680;28243;2;2680;0;660000
3275780030;4;2190;9009;2;1840;350;730000
8648220270;3;1260;9600;1;1260;0;291500
1923000160;4;2970;14486;2;2340;630;905000
7574910860;4;2570;50308;1;2570;0;800000
2296500136;4;3810;13592;1;2560;1250;839900
3278600710;1;1010;1157;2;950;60;200000
2460700260;3;1480;6698;1;1080;400;300000
3188100400;3;1250;6041;1;1250;0;530000
9406520830;3;1654;8479;2;1654;0;314950
3387900390;3;1410;9315;1;1410;0;255000
1596600024;5;2160;5720;1;1500;660;550000
7625701891;3;1400;4800;1;700;700;435000
3224800075;3;1420;8738;1;1420;0;234000
7526800200;4;2500;10062;1;1600;900;615000
3329530200;3;1410;8384;1;1410;0;205000
2115200125;4;2100;7135;1;1050;1050;384000
6623400135;3;1750;7208;2;1750;0;324000
103000116;3;2070;5500;1;1130;940;645000
2768301525;3;1570;1777;2;1260;310;570000
739980260;3;1920;5322;2;1920;0;324000
4302200695;2;1000;10320;1;1000;0;270000
1431700370;5;2120;7700;1;2120;0;290000
7524000030;3;1440;9220;1;1440;0;250000
4046500320;3;1660;16275;2;1660;0;342000
4325000125;3;1340;8450;1;1340;0;255000
3456000160;3;2380;11824;1;1450;930;800000
9297301580;3;1560;4049;1;1000;560;451000
2465400036;4;2780;10480;1;1390;1390;990000
5412200270;4;1860;6687;1;1220;640;288400
1109000390;3;2390;4600;2;1750;640;420000
8730000270;2;1370;1140;2;1080;290;359000
7937600830;4;2570;262018;1;1420;1150;390000
3395070640;3;1320;2614;2;1320;0;300000
8663280160;5;2520;7863;1;1500;1020;545000
6151800624;3;1250;18616;1;1250;0;288349
8594400370;3;1560;35026;1;1290;270;299900
2301400640;4;2330;5000;1;1720;610;891000
4441300240;3;3660;22410;1;1830;1830;1.20E+06
7714000070;4;2790;4650;2;2790;0;378000
3432500486;2;1060;7200;1;1060;0;299995
5466420030;3;2020;6564;1;1310;710;253000
1324079046;3;1580;47916;1;1580;0;350000
2768301715;4;2020;4300;1;2020;0;565000
3332000135;2;970;5665;1;970;0;315000
65000400;4;1490;6766;1;1490;0;570000
8820901670;5;4390;10140;2;3350;1040;971000
8712100575;5;2750;5589;1;1840;910;915000
6116500341;4;2150;23568;1;2150;0;419000
4167300030;4;1810;7480;1;1230;580;260000
2925059135;3;2230;12968;2;2230;0;1.32E+06
7708300140;3;2430;10720;1;2430;0;369950
4139430340;3;3680;13384;2;3680;0;1.03E+06
3812400070;5;1410;6750;1;1410;0;435000
9455200445;3;1330;6743;1;1330;0;601000
6203000160;3;1490;10650;1;1150;340;460500
7517500611;3;2020;1159;3;2020;0;720000
8691300860;4;3130;13202;2;3130;0;851000
5489200435;4;2670;5000;2;2670;0;550000
510002065;4;1980;4560;1;1980;0;700000
252000400;3;2100;14850;1;2100;0;323000
7279300070;3;1350;8581;1;1350;0;345500
8113101670;4;2140;7920;1;1190;950;378000
7578200310;4;2208;5000;3;2208;0;650000
7715800570;3;1010;7380;1;1010;0;385000
6852700478;2;970;2970;1;970;0;425000
1917300260;4;1520;6174;1;1520;0;210000
4298100070;4;2740;43101;2;2740;0;630000
1842000140;3;1570;7500;1;1300;270;335000
5462100240;3;1320;9000;1;1320;0;196500
8651520510;4;2550;7636;1;1440;1110;582800
3578110200;3;1560;7207;1;1250;310;440000
7555210340;4;2360;8616;2;2360;0;752500
2313900510;3;1330;5000;2;1210;120;532500
2009001600;3;1070;9000;1;1070;0;265000
1455100116;3;1510;13737;1;810;700;397500
3629790160;3;1710;3469;2;1710;0;524250
1778350070;4;2790;10819;2;2790;0;765000
1703050200;4;2620;5450;2;2620;0;648000
5469700570;5;2970;24759;1;1670;1300;469500
100600860;3;1050;7854;1;1050;0;237500
421049116;3;1280;8712;1;1280;0;216000
3205200640;3;1030;8400;1;1030;0;427200
8899200570;3;1900;7800;1;1390;510;280000
1777500160;5;3070;9804;1;1740;1330;718000
7853340860;2;1760;4139;2;1760;0;420000
1862400132;2;930;5400;1;930;0;379000
6380500135;2;880;7683;1;880;0;326100
9528104108;3;1360;1016;3;1310;50;535000
2571910160;4;2130;8560;1;1560;570;283000
316000160;3;1480;7469;1;1120;360;260000
2695600505;4;1500;6388;1;1500;0;399000
3904910320;3;1670;5004;2;1670;0;484950
4100000140;4;2060;9828;1;2060;0;640000
3226049270;4;2160;8158;1;1660;500;585000
1455600030;4;2780;11583;1;1190;1590;645000
5559600140;3;1490;7651;1;1490;0;253000
5147600105;2;740;6460;1;740;0;178500
7437100570;4;1860;6325;2;1860;0;291000
8856004730;2;1590;20917;1;1590;0;199950
3856902996;2;850;2340;1;850;0;553500
1442800370;2;1030;4188;1;1030;0;189950
